11	16	1.0
11	49	1.0
11	18	1.0
11	19	1.0
11	24	1.0
11	25	1.0
11	58	1.0
11	59	1.0
12	16	1.0
12	35	1.0
12	34	1.0
12	19	1.0
12	53	1.0
12	51	1.0
12	24	1.0
12	25	1.0
12	58	1.0
12	59	1.0
12	12	1.0
13	34	1.0
13	35	1.0
13	9	1.0
13	10	1.0
13	13	1.0
13	16	1.0
13	19	1.0
13	53	1.0
13	24	1.0
13	25	1.0
13	58	1.0
13	59	1.0
14	48	1.0
14	34	1.0
14	14	1.0
14	16	1.0
14	49	1.0
14	50	1.0
14	19	1.0
14	53	1.0
14	24	1.0
14	25	1.0
14	58	1.0
14	59	1.0
15	48	1.0
15	2	1.0
15	35	1.0
15	9	1.0
15	34	1.0
15	15	1.0
15	16	1.0
15	49	1.0
15	50	1.0
15	19	1.0
15	53	1.0
15	25	1.0
15	58	1.0
15	59	1.0
16	2	1.0
16	35	1.0
16	34	1.0
16	14	1.0
16	47	1.0
16	16	1.0
16	49	1.0
16	50	1.0
16	19	1.0
16	53	1.0
16	54	1.0
16	58	1.0
16	59	1.0
17	16	1.0
17	17	1.0
17	2	1.0
17	19	1.0
17	35	1.0
17	49	1.0
17	25	1.0
17	58	1.0
17	59	1.0
17	34	1.0
17	51	1.0
18	51	1.0
18	34	1.0
18	35	1.0
18	2	1.0
18	47	1.0
18	16	1.0
18	49	1.0
18	18	1.0
18	19	1.0
18	53	1.0
18	54	1.0
18	58	1.0
18	59	1.0
19	51	1.0
19	2	1.0
19	35	1.0
19	34	1.0
19	14	1.0
19	47	1.0
19	16	1.0
19	49	1.0
19	50	1.0
19	19	1.0
19	53	1.0
19	54	1.0
19	24	1.0
19	25	1.0
19	58	1.0
19	59	1.0
20	51	1.0
20	2	1.0
20	35	1.0
20	34	1.0
20	16	1.0
20	50	1.0
20	19	1.0
20	20	1.0
20	53	1.0
20	24	1.0
20	25	1.0
20	58	1.0
20	59	1.0
21	16	1.0
21	24	1.0
21	34	1.0
21	3	1.0
21	4	1.0
21	35	1.0
21	8	1.0
21	25	1.0
21	26	1.0
21	58	1.0
22	16	1.0
22	24	1.0
22	34	1.0
22	3	1.0
22	4	1.0
22	35	1.0
22	8	1.0
22	25	1.0
22	26	1.0
22	58	1.0
23	16	1.0
23	24	1.0
23	34	1.0
23	3	1.0
23	35	1.0
23	8	1.0
23	25	1.0
23	26	1.0
23	59	1.0
23	58	1.0
24	34	1.0
24	3	1.0
24	4	1.0
24	8	1.0
24	16	1.0
24	50	1.0
24	35	1.0
24	24	1.0
24	25	1.0
24	26	1.0
24	59	1.0
24	58	1.0
25	34	1.0
25	3	1.0
25	4	1.0
25	8	1.0
25	16	1.0
25	50	1.0
25	35	1.0
25	24	1.0
25	25	1.0
25	26	1.0
25	59	1.0
25	58	1.0
26	16	1.0
26	24	1.0
26	34	1.0
26	3	1.0
26	4	1.0
26	35	1.0
26	8	1.0
26	25	1.0
26	58	1.0
26	59	1.0
26	50	1.0
27	16	1.0
27	24	1.0
27	34	1.0
27	3	1.0
27	4	1.0
27	35	1.0
27	8	1.0
27	25	1.0
27	26	1.0
27	59	1.0
27	58	1.0
28	16	1.0
28	35	1.0
28	34	1.0
28	3	1.0
28	4	1.0
28	24	1.0
28	25	1.0
28	26	1.0
28	59	1.0
28	58	1.0
29	1	1.0
29	34	1.0
29	3	1.0
29	4	1.0
29	8	1.0
29	16	1.0
29	50	1.0
29	35	1.0
29	24	1.0
29	25	1.0
29	58	1.0
29	59	1.0
29	29	1.0
30	1	1.0
30	34	1.0
30	3	1.0
30	35	1.0
30	8	1.0
30	16	1.0
30	19	1.0
30	24	1.0
30	25	1.0
30	58	1.0
30	29	1.0
30	30	1.0
31	1	1.0
31	34	1.0
31	3	1.0
31	8	1.0
31	16	1.0
31	50	1.0
31	35	1.0
31	24	1.0
31	25	1.0
31	58	1.0
31	59	1.0
31	31	1.0
32	32	1.0
32	51	1.0
32	34	1.0
32	3	1.0
32	4	1.0
32	16	1.0
32	50	1.0
32	35	1.0
32	24	1.0
32	25	1.0
32	26	1.0
32	59	1.0
32	58	1.0
33	16	1.0
33	33	1.0
33	34	1.0
33	35	1.0
33	50	1.0
33	24	1.0
33	25	1.0
33	10	1.0
33	59	1.0
33	26	1.0
33	58	1.0
34	35	1.0
34	34	1.0
34	3	1.0
34	4	1.0
34	47	1.0
34	16	1.0
34	50	1.0
34	19	1.0
34	24	1.0
34	25	1.0
34	26	1.0
34	59	1.0
34	58	1.0
35	34	1.0
35	35	1.0
35	4	1.0
35	47	1.0
35	16	1.0
35	50	1.0
35	3	1.0
35	24	1.0
35	25	1.0
35	58	1.0
35	59	1.0
35	26	1.0
36	35	1.0
36	34	1.0
36	3	1.0
36	4	1.0
36	8	1.0
36	47	1.0
36	16	1.0
36	19	1.0
36	53	1.0
36	24	1.0
36	25	1.0
36	58	1.0
36	59	1.0
37	16	1.0
37	19	1.0
37	34	1.0
37	3	1.0
37	24	1.0
37	8	1.0
37	25	1.0
37	58	1.0
37	59	1.0
37	35	1.0
38	48	1.0
38	34	1.0
38	3	1.0
38	4	1.0
38	35	1.0
38	8	1.0
38	16	1.0
38	50	1.0
38	19	1.0
38	24	1.0
38	25	1.0
38	58	1.0
38	59	1.0
38	51	1.0
39	35	1.0
39	34	1.0
39	3	1.0
39	51	1.0
39	39	1.0
39	8	1.0
39	10	1.0
39	15	1.0
39	16	1.0
39	50	1.0
39	19	1.0
39	53	1.0
39	24	1.0
39	25	1.0
39	58	1.0
39	59	1.0
40	48	1.0
40	34	1.0
40	3	1.0
40	4	1.0
40	51	1.0
40	40	1.0
40	16	1.0
40	50	1.0
40	19	1.0
40	53	1.0
40	24	1.0
40	25	1.0
40	58	1.0
40	59	1.0
41	2	1.0
41	35	1.0
41	8	1.0
41	41	1.0
41	34	1.0
41	14	1.0
41	16	1.0
41	50	1.0
41	19	1.0
41	53	1.0
41	24	1.0
41	25	1.0
41	58	1.0
41	59	1.0
42	34	1.0
42	35	1.0
42	40	1.0
42	9	1.0
42	10	1.0
42	16	1.0
42	50	1.0
42	51	1.0
42	20	1.0
42	53	1.0
42	24	1.0
42	25	1.0
42	58	1.0
42	42	1.0
43	35	1.0
43	2	1.0
43	3	1.0
43	9	1.0
43	43	1.0
43	16	1.0
43	50	1.0
43	19	1.0
43	20	1.0
43	53	1.0
43	24	1.0
43	25	1.0
43	58	1.0
43	59	1.0
44	48	1.0
44	34	1.0
44	51	1.0
44	44	1.0
44	47	1.0
44	16	1.0
44	50	1.0
44	19	1.0
44	53	1.0
44	24	1.0
44	25	1.0
44	58	1.0
44	59	1.0
45	2	1.0
45	35	1.0
45	9	1.0
45	34	1.0
45	14	1.0
45	45	1.0
45	16	1.0
45	50	1.0
45	19	1.0
45	20	1.0
45	53	1.0
45	54	1.0
45	25	1.0
45	58	1.0
45	59	1.0
46	48	1.0
46	34	1.0
46	51	1.0
46	9	1.0
46	46	1.0
46	47	1.0
46	16	1.0
46	50	1.0
46	19	1.0
46	53	1.0
46	25	1.0
46	58	1.0
46	59	1.0
47	48	1.0
47	2	1.0
47	9	1.0
47	34	1.0
47	47	1.0
47	16	1.0
47	49	1.0
47	50	1.0
47	19	1.0
47	53	1.0
47	54	1.0
47	24	1.0
47	25	1.0
47	58	1.0
47	59	1.0
48	48	1.0
48	2	1.0
48	35	1.0
48	9	1.0
48	34	1.0
48	47	1.0
48	16	1.0
48	49	1.0
48	50	1.0
48	19	1.0
48	53	1.0
48	54	1.0
48	25	1.0
48	58	1.0
48	59	1.0
49	2	1.0
49	35	1.0
49	34	1.0
49	47	1.0
49	16	1.0
49	49	1.0
49	50	1.0
49	19	1.0
49	53	1.0
49	54	1.0
49	58	1.0
49	59	1.0
50	51	1.0
50	2	1.0
50	35	1.0
50	9	1.0
50	34	1.0
50	14	1.0
50	47	1.0
50	16	1.0
50	49	1.0
50	50	1.0
50	19	1.0
50	53	1.0
50	54	1.0
50	25	1.0
50	58	1.0
50	59	1.0
51	51	1.0
51	2	1.0
51	35	1.0
51	9	1.0
51	34	1.0
51	14	1.0
51	47	1.0
51	16	1.0
51	49	1.0
51	50	1.0
51	19	1.0
51	53	1.0
51	54	1.0
51	25	1.0
51	58	1.0
51	59	1.0
52	51	1.0
52	2	1.0
52	35	1.0
52	9	1.0
52	34	1.0
52	14	1.0
52	47	1.0
52	16	1.0
52	50	1.0
52	19	1.0
52	52	1.0
52	53	1.0
52	54	1.0
52	25	1.0
52	58	1.0
52	59	1.0
53	2	1.0
53	35	1.0
53	9	1.0
53	34	1.0
53	47	1.0
53	16	1.0
53	50	1.0
53	19	1.0
53	53	1.0
53	54	1.0
53	25	1.0
53	58	1.0
53	59	1.0
54	51	1.0
54	2	1.0
54	35	1.0
54	8	1.0
54	9	1.0
54	34	1.0
54	47	1.0
54	16	1.0
54	50	1.0
54	19	1.0
54	20	1.0
54	53	1.0
54	54	1.0
54	25	1.0
54	58	1.0
54	59	1.0
54	62	1.0
55	34	1.0
55	59	1.0
55	9	1.0
55	47	1.0
55	16	1.0
55	50	1.0
55	19	1.0
55	53	1.0
55	54	1.0
55	55	1.0
55	24	1.0
55	25	1.0
55	58	1.0
55	15	1.0
56	16	1.0
56	50	1.0
56	2	1.0
56	35	1.0
56	51	1.0
56	56	1.0
56	24	1.0
56	25	1.0
56	58	1.0
56	34	1.0
56	47	1.0
57	2	1.0
57	35	1.0
57	9	1.0
57	34	1.0
57	47	1.0
57	16	1.0
57	49	1.0
57	50	1.0
57	51	1.0
57	53	1.0
57	54	1.0
57	57	1.0
57	58	1.0
57	59	1.0
58	16	1.0
58	35	1.0
58	34	1.0
58	19	1.0
58	54	1.0
58	51	1.0
58	9	1.0
58	58	1.0
58	59	1.0
58	50	1.0
58	47	1.0
59	51	1.0
59	2	1.0
59	35	1.0
59	9	1.0
59	34	1.0
59	47	1.0
59	16	1.0
59	50	1.0
59	19	1.0
59	20	1.0
59	53	1.0
59	54	1.0
59	58	1.0
59	59	1.0
59	62	1.0
60	51	1.0
60	34	1.0
60	35	1.0
60	9	1.0
60	47	1.0
60	16	1.0
60	50	1.0
60	19	1.0
60	53	1.0
60	54	1.0
60	25	1.0
60	58	1.0
60	59	1.0
60	60	1.0
61	51	1.0
61	34	1.0
61	35	1.0
61	9	1.0
61	47	1.0
61	16	1.0
61	50	1.0
61	19	1.0
61	53	1.0
61	54	1.0
61	58	1.0
61	59	1.0
61	61	1.0
61	62	1.0
62	51	1.0
62	34	1.0
62	35	1.0
62	9	1.0
62	47	1.0
62	16	1.0
62	50	1.0
62	19	1.0
62	53	1.0
62	54	1.0
62	58	1.0
62	59	1.0
62	62	1.0
63	34	1.0
63	35	1.0
63	9	1.0
63	47	1.0
63	16	1.0
63	50	1.0
63	19	1.0
63	53	1.0
63	54	1.0
63	58	1.0
63	59	1.0
63	62	1.0
63	63	1.0
